,id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag,risk_flag_prob
18261,18262,6184658,41,17,1,2,0,21,270,20,12,13,0,0.09687653967064665
18262,18263,8651719,40,0,1,2,0,19,79,2,0,13,0,0.11084003433224322
18263,18264,5705605,28,5,1,2,1,28,233,18,5,11,0,0.0
18264,18265,9162675,61,0,1,2,0,38,47,4,0,11,0,0.0
18265,18266,6720927,64,17,1,2,0,50,40,17,5,12,0,0.0
18266,18267,5430915,28,0,1,0,0,36,140,1,0,13,0,0.13324418657997827
18267,18268,884898,48,8,1,2,1,4,56,11,8,10,0,0.0
18268,18269,8371842,66,15,1,1,0,12,129,19,4,11,1,0.5378300573972078
18269,18270,277942,59,16,1,2,0,8,221,20,10,11,0,0.0
18270,18271,6943697,37,14,1,2,0,3,221,20,3,12,1,0.7907386642090585
18271,18272,9270608,79,14,1,2,0,1,145,28,4,12,1,0.7570063408991594
18272,18273,3864475,44,14,1,2,0,35,74,17,10,11,1,0.7517600460336816
18273,18274,4486618,31,6,1,0,1,38,316,7,6,10,0,0.0
18274,18275,7352225,78,14,0,2,0,24,244,28,6,14,0,0.0
18275,18276,9345198,49,9,1,2,0,29,6,20,9,11,1,0.6807516894188265
18276,18277,1161306,32,5,1,2,0,40,72,0,5,10,0,0.0
18277,18278,5067791,55,18,1,2,0,47,57,28,4,10,1,0.7155998929035027
18278,18279,4273331,67,17,1,2,1,45,17,19,6,10,0,0.0
18279,18280,8500708,28,3,1,2,0,44,37,11,3,12,0,0.0
18280,18281,8253120,38,17,1,2,1,28,79,2,8,10,0,0.0
18281,18282,3616329,35,9,1,2,0,29,98,6,8,10,0,0.15440098794399312
18282,18283,532746,78,18,0,2,1,36,116,27,10,12,0,0.40410781090580394
18283,18284,4187964,78,2,1,2,1,16,222,22,2,10,0,0.45371272142694613
18284,18285,5055246,39,19,1,2,1,16,231,10,12,10,0,0.0
18285,18286,8273281,39,1,1,2,0,44,89,28,1,12,0,0.0
18286,18287,7755974,41,0,1,2,1,26,184,10,0,10,0,0.0
18287,18288,7466449,64,11,1,2,1,12,165,20,10,13,0,0.0
18288,18289,7223228,73,0,1,2,1,5,184,10,0,11,1,0.535813869010209
18289,18290,7730239,55,16,1,2,1,47,290,14,3,12,0,0.0
18290,18291,5863246,38,9,1,2,0,27,126,13,7,14,1,0.6879429822557029
18291,18292,5272729,28,17,1,2,0,14,111,1,12,10,0,0.0
18292,18293,5886958,60,16,1,2,0,1,2,25,3,10,0,0.0
18293,18294,3214384,33,16,1,2,1,46,188,25,14,11,0,0.12774652347414137
18294,18295,3995802,78,7,0,2,0,47,73,22,7,14,0,0.13057571713480662
18295,18296,1441106,58,12,1,2,0,32,221,20,7,14,0,0.08490644685352763
18296,18297,2293119,46,11,1,2,1,11,22,2,11,14,0,0.0
18297,18298,3479914,48,13,1,2,0,42,216,25,13,13,0,0.0
18298,18299,5687470,29,13,0,2,1,10,157,25,13,14,0,0.0
18299,18300,6083790,31,5,1,2,0,37,254,13,4,11,0,0.0
18300,18301,3506622,30,12,1,2,0,47,167,12,4,14,0,0.0
18301,18302,8397031,54,12,1,2,0,11,0,0,10,12,0,0.0
18302,18303,5959497,70,8,1,2,0,37,162,28,8,11,0,0.0
18303,18304,8786954,54,19,1,2,0,8,222,22,7,10,0,0.0
18304,18305,514193,72,15,1,2,1,27,91,22,8,14,0,0.06908763020719634
18305,18306,8570568,40,6,1,2,0,48,209,5,6,10,0,0.0
18306,18307,8476529,41,14,1,1,0,41,46,6,4,10,0,0.4974007930228571
18307,18308,2353606,44,19,1,2,0,40,278,28,4,11,0,0.0
18308,18309,1363933,45,14,1,2,1,4,137,2,4,10,0,0.49591579795816315
18309,18310,4570845,47,3,1,2,0,50,281,9,3,14,1,0.7263627442889805
18310,18311,4389022,71,18,1,2,0,22,256,2,12,12,0,0.0
18311,18312,6036833,25,11,1,2,0,9,55,14,11,12,0,0.0
18312,18313,2522353,71,17,0,2,0,28,57,28,13,11,0,0.0
18313,18314,1225686,65,9,1,2,0,12,119,11,5,13,1,0.570424931562921
18314,18315,1589605,46,13,1,2,0,2,13,7,9,10,1,0.8273291764571564
18315,18316,4476997,27,15,1,2,0,32,256,2,7,13,1,0.7810578157827576
18316,18317,9956866,56,5,1,1,0,21,262,14,5,14,0,0.06969064911007015
18317,18318,4258515,55,1,1,2,1,5,96,25,1,12,0,0.0
18318,18319,5959009,50,10,1,2,0,13,242,0,7,10,0,0.0
18319,18320,5425240,67,16,1,2,0,24,56,11,8,14,0,0.10520625158389187
18320,18321,5608121,52,7,1,2,0,37,127,13,7,14,1,0.6809804663940754
18321,18322,9307114,27,15,1,2,1,7,26,22,13,10,0,0.4388322550614899
18322,18323,3643652,56,2,1,2,0,6,31,28,2,10,1,0.7428736397107859
18323,18324,7537859,61,8,1,2,0,46,21,0,8,11,0,0.0
18324,18325,4961796,42,11,1,2,0,45,8,12,11,14,0,0.0
18325,18326,2945781,40,5,1,2,0,4,133,9,5,10,0,0.0
18326,18327,3169625,33,6,1,2,0,3,64,25,6,14,0,0.0
18327,18328,5647627,46,2,1,2,0,37,257,22,2,11,0,0.0
18328,18329,5581770,56,12,1,1,0,37,184,10,8,13,0,0.0
18329,18330,1956676,65,12,1,2,0,31,310,14,8,11,0,0.0
18330,18331,6800688,78,5,1,2,0,27,184,10,5,14,1,0.6816368648517624
18331,18332,9506949,49,14,1,2,1,11,38,11,13,11,0,0.0
18332,18333,7945384,35,19,1,2,1,24,84,0,11,11,0,0.0
18333,18334,8325911,63,3,1,2,0,25,312,0,3,11,0,0.0
18334,18335,8752035,38,18,1,2,0,12,153,0,14,10,0,0.0
18335,18336,4117333,65,4,1,2,1,18,11,20,4,14,0,0.13673836178883772
18336,18337,3512152,35,3,1,0,1,45,204,22,3,13,0,0.3936193934482039
18337,18338,3545686,37,9,1,2,0,14,153,0,6,11,0,0.0
18338,18339,4007041,36,1,0,2,0,48,140,1,1,12,0,0.16971554771373623
18339,18340,8018101,63,9,1,2,1,0,106,11,9,13,0,0.0
18340,18341,6097344,27,16,1,2,1,44,166,12,10,14,0,0.0
18341,18342,6350000,23,4,1,2,0,50,178,22,4,12,0,0.0
18342,18343,2557697,59,18,1,2,0,27,124,14,8,14,0,0.0
18343,18344,6604073,36,18,1,2,1,19,51,14,4,12,0,0.0
18344,18345,3238461,35,16,1,2,0,21,290,14,8,13,1,0.5272983082522136
18345,18346,6516647,57,5,1,2,1,40,297,22,5,12,0,0.0
18346,18347,3536292,77,15,1,2,1,45,285,23,11,10,0,0.0
18347,18348,5385174,49,18,1,2,0,32,137,2,12,12,0,0.0
18348,18349,3754018,57,20,1,2,0,10,54,17,6,12,0,0.0636738496682777
18349,18350,7968958,36,15,1,2,1,38,100,2,3,10,0,0.0
18350,18351,7315908,63,3,1,2,1,50,292,12,3,11,0,0.0
18351,18352,4281870,53,1,0,2,0,5,52,7,1,12,0,0.0
18352,18353,817369,23,12,1,2,0,46,201,11,11,13,0,0.0
18353,18354,6357063,50,20,1,2,0,34,130,14,12,13,0,0.0
18354,18355,2598677,41,12,1,2,0,37,63,1,11,11,0,0.0
18355,18356,4683990,33,9,1,2,1,37,224,28,9,11,0,0.0
18356,18357,7195430,31,7,1,2,0,48,72,0,7,12,0,0.0
18357,18358,9338129,26,7,1,2,0,4,94,25,4,14,0,0.0
18358,18359,5097581,45,14,1,2,0,31,89,28,10,11,0,0.0
18359,18360,7784617,53,7,0,2,0,6,242,0,6,13,0,0.0
18360,18361,8928667,38,15,1,2,0,9,256,2,3,10,1,0.7104614705074114
18361,18362,5712077,21,0,1,2,0,38,186,25,0,12,1,0.8784524822244367
18362,18363,6428225,28,20,1,2,0,6,184,10,7,14,0,0.0
18363,18364,3508614,32,11,1,2,0,20,138,25,8,13,0,0.0
18364,18365,5798034,28,19,1,0,0,43,196,2,3,12,0,0.0
18365,18366,2041208,63,6,1,2,0,33,160,12,6,12,0,0.0
18366,18367,4910728,44,3,0,2,0,41,187,10,3,12,0,0.0
18367,18368,6671351,28,14,1,2,0,49,198,2,13,12,1,0.8289211909683689
18368,18369,3283513,25,17,0,1,0,2,269,13,4,13,0,0.0
18369,18370,6175463,77,14,0,2,0,22,71,28,6,11,0,0.06357898055651605
18370,18371,6934016,52,12,1,2,0,36,160,12,3,13,0,0.0
18371,18372,9910826,79,8,1,2,0,2,170,0,8,10,0,0.0
18372,18373,3238461,35,16,1,2,0,21,290,14,8,13,1,0.5272983082522136
18373,18374,5764547,21,8,1,2,0,36,294,12,7,10,0,0.0
18374,18375,3805156,72,4,1,2,0,4,148,5,4,12,1,0.6295160406269698
18375,18376,6996011,76,13,1,2,0,32,67,3,13,14,1,0.7833205326434264
18376,18377,3492662,66,7,1,2,1,22,73,22,7,13,0,0.0
18377,18378,728115,49,7,1,2,0,20,272,28,7,11,0,0.0
18378,18379,7066438,44,1,0,2,0,19,72,0,1,10,0,0.0
18379,18380,9232506,75,2,1,2,0,17,26,22,2,11,1,0.5154357497374816
18380,18381,5652178,61,13,1,2,0,13,250,17,13,14,0,0.0
18381,18382,4137042,23,17,1,2,1,4,27,25,8,12,0,0.0
18382,18383,5928263,42,11,0,2,0,38,98,6,7,11,0,0.0
18383,18384,8732919,54,18,1,2,0,39,270,20,5,13,1,0.737780939820881
18384,18385,7998315,65,13,1,2,0,3,244,28,4,12,0,0.0
18385,18386,4505937,52,6,1,2,0,36,183,11,6,14,0,0.0
18386,18387,2202351,27,9,1,2,0,8,310,14,8,10,0,0.0
18387,18388,6815425,38,8,1,2,0,9,285,23,8,10,0,0.15312868125928183
18388,18389,3142095,79,7,1,2,0,16,20,0,7,12,0,0.0
18389,18390,6634248,34,12,1,2,0,12,193,25,9,13,0,0.0
18390,18391,5509700,37,0,1,2,0,34,175,0,0,13,1,0.621891487802017
18391,18392,8675283,65,20,1,2,0,36,121,28,13,13,0,0.0
18392,18393,8639811,68,18,1,2,0,28,243,6,7,10,0,0.0
18393,18394,8940476,61,15,1,2,1,25,42,2,4,13,0,0.16857750314341988
18394,18395,2462452,50,18,1,2,0,7,208,0,10,14,0,0.0
18395,18396,5244560,46,5,1,0,0,23,8,12,5,12,0,0.13273469289500459
18396,18397,9205244,53,6,1,2,0,33,140,1,6,14,0,0.0
18397,18398,1045277,52,8,1,2,1,39,2,25,4,14,0,0.08825558794696617
18398,18399,1728444,66,10,1,2,1,32,138,25,10,13,0,0.0
18399,18400,6190329,21,13,1,2,0,26,127,13,13,11,0,0.0
18400,18401,6712260,72,10,1,2,0,45,282,5,3,11,0,0.0
18401,18402,8453618,47,4,1,2,0,15,145,28,4,12,1,0.8044878119220435
18402,18403,2946626,77,17,1,2,1,45,53,13,12,14,0,0.0
18403,18404,7460970,44,5,1,2,1,19,298,0,5,11,0,0.04639431635182824
18404,18405,5827431,40,6,1,2,0,12,107,13,6,12,0,0.13810182567852453
18405,18406,9888590,59,8,1,2,0,3,19,6,3,12,0,0.0
18406,18407,8701440,27,15,0,2,0,13,44,20,5,13,0,0.0
18407,18408,8797493,55,15,1,2,0,49,73,22,12,13,0,0.0
18408,18409,6432970,53,20,1,2,0,38,131,14,6,13,0,0.0
18409,18410,1278204,74,6,1,2,1,4,223,7,6,13,0,0.15052815956879412
18410,18411,6259733,56,19,1,2,0,27,295,1,4,14,0,0.0
18411,18412,7600658,49,3,1,2,1,44,45,28,3,13,0,0.0
18412,18413,726110,68,18,1,0,1,43,187,10,10,13,0,0.0
18413,18414,6036428,34,7,1,2,1,25,306,28,6,10,0,0.4556808429912551
18414,18415,2591229,68,11,0,2,0,17,65,13,11,12,0,0.0
18415,18416,9999180,22,0,1,2,0,19,46,6,0,11,0,0.0
18416,18417,8434341,55,2,1,2,0,14,133,9,2,12,0,0.22417821049126166
18417,18418,1213131,67,8,1,2,0,40,1,24,8,11,0,0.0
18418,18419,2780592,47,16,1,2,1,17,46,6,4,13,0,0.0
18419,18420,3142095,79,7,1,2,0,16,20,0,7,12,0,0.0
18420,18421,7280359,21,11,1,2,0,28,28,25,6,10,1,0.8727912174743834
18421,18422,7732113,34,6,1,2,0,29,49,0,6,14,0,0.0
18422,18423,8899644,39,12,0,2,0,33,282,5,6,12,0,0.0
18423,18424,4807368,45,13,1,1,1,31,104,25,5,11,0,0.0
18424,18425,7782347,76,8,1,2,1,37,162,28,8,14,0,0.0
18425,18426,2929735,23,14,1,2,0,34,77,11,9,12,1,0.5967172760711237
18426,18427,6083059,54,0,1,2,0,26,42,2,0,10,0,0.0
18427,18428,5233653,71,9,1,2,1,7,269,13,3,11,0,0.0
18428,18429,1108189,41,6,1,2,0,4,168,28,6,10,0,0.0
18429,18430,9253396,58,14,1,2,0,0,117,10,8,13,0,0.0
18430,18431,88025,69,13,1,2,0,37,127,13,7,12,0,0.0
18431,18432,9305632,41,3,1,2,0,22,156,28,3,11,0,0.0
18432,18433,3093599,45,10,1,2,1,26,140,1,4,13,0,0.0
18433,18434,84951,48,3,0,2,1,47,25,2,3,12,0,0.0
18434,18435,1014244,36,9,1,2,0,18,174,19,9,10,0,0.0
18435,18436,1541888,68,8,1,2,0,23,29,28,6,12,0,0.0
18436,18437,1781955,32,5,1,2,0,8,38,11,5,10,0,0.0
18437,18438,5889209,27,12,1,2,0,14,112,13,12,14,0,0.0
18438,18439,7806795,68,20,1,2,1,49,263,13,9,10,0,0.0
18439,18440,8075181,21,12,1,2,0,7,218,0,7,14,1,0.5692453667187326
18440,18441,8355348,63,9,1,2,1,19,92,25,5,14,0,0.0
18441,18442,9165973,37,14,1,0,1,16,22,2,11,11,0,0.0
18442,18443,3713726,56,16,1,2,0,16,31,28,7,14,0,0.0
18443,18444,1117250,52,7,1,2,0,9,115,25,5,14,0,0.0
18444,18445,7359458,29,3,1,2,0,15,158,5,3,14,0,0.0
18445,18446,495619,26,1,1,2,0,15,240,28,1,14,1,0.9158802998041093
18446,18447,4434497,50,10,1,2,1,38,242,0,3,13,0,0.10787337769657333
18447,18448,9829765,31,14,1,2,0,37,82,13,12,14,0,0.0
18448,18449,7469378,62,0,1,2,1,23,164,4,0,10,0,0.0
18449,18450,1303701,34,20,1,2,0,40,96,25,3,13,1,0.6861556673288441
18450,18451,6814474,27,9,1,2,1,14,229,2,9,13,0,0.0
18451,18452,3078397,39,7,1,2,0,50,200,2,7,12,0,0.06303506626510429
18452,18453,2691890,33,11,1,2,1,9,149,23,6,11,0,0.07578775946723247
18453,18454,458263,50,14,1,2,0,48,23,28,11,13,0,0.0
18454,18455,826681,78,4,0,2,1,1,218,0,4,14,0,0.21754661432495992
18455,18456,531824,33,1,1,2,1,17,99,21,1,14,0,0.0
18456,18457,2737450,33,14,1,2,1,10,190,14,14,13,0,0.0
18457,18458,2889975,29,4,1,2,0,30,159,2,4,13,0,0.0
18458,18459,9345198,49,9,1,2,0,29,6,20,9,11,1,0.6807516894188265
18459,18460,9617356,28,18,1,2,0,32,209,5,13,11,0,0.143857292502005
18460,18461,2324042,45,16,1,2,0,19,1,24,13,13,0,0.0
18461,18462,8939486,35,8,1,2,1,6,88,4,8,14,0,0.0
18462,18463,4927179,44,14,0,2,1,19,214,5,11,13,0,0.0
18463,18464,2299667,24,10,1,2,0,3,10,26,10,13,0,0.0
18464,18465,2663598,63,15,1,2,0,43,242,0,11,12,0,0.0
18465,18466,5173267,65,1,1,2,1,30,222,22,1,10,0,0.0
18466,18467,9390257,55,4,1,2,1,27,209,5,4,10,0,0.3764840414745947
18467,18468,6101750,64,4,1,2,1,40,54,17,4,11,1,0.5625429530125595
18468,18469,7332190,34,18,1,2,1,13,269,13,10,13,0,0.0
18469,18470,1337374,52,20,1,2,1,3,195,13,9,12,0,0.0
18470,18471,6258651,24,18,1,2,0,46,219,25,4,11,0,0.0
18471,18472,4986118,72,19,1,2,1,26,119,11,10,13,0,0.0
18472,18473,4426457,76,13,1,2,1,3,293,22,4,14,0,0.0
18473,18474,4351817,31,3,0,2,0,28,286,0,3,11,1,0.5240661125559232
18474,18475,5735774,39,12,1,2,0,42,54,17,6,10,0,0.08537049203952614
18475,18476,9420845,27,3,0,2,0,8,239,11,3,13,0,0.0
18476,18477,8853692,48,15,1,2,1,13,287,0,7,14,0,0.0
18477,18478,2050096,42,1,1,2,0,49,43,5,1,11,0,0.0
18478,18479,16045,56,5,1,0,0,48,290,14,5,10,0,0.0
18479,18480,5665869,51,4,1,2,0,41,0,0,4,13,0,0.0
18480,18481,5957090,48,18,0,2,1,20,122,11,3,12,0,0.0
18481,18482,9249971,69,4,1,2,0,37,221,20,4,14,0,0.0
18482,18483,2917765,47,9,1,2,0,47,249,13,9,14,0,0.0
18483,18484,5633671,63,4,0,2,0,25,133,9,3,11,0,0.0
18484,18485,7320267,79,20,1,2,0,15,277,7,10,13,0,0.06595144171406166
18485,18486,4303484,42,16,1,2,0,15,12,0,3,12,0,0.11020760483894676
18486,18487,8720580,65,4,1,2,1,48,188,25,3,12,0,0.0
18487,18488,6626765,57,10,1,2,0,47,257,22,10,13,0,0.0
18488,18489,8280263,28,16,1,2,0,25,5,16,14,11,0,0.0
18489,18490,515031,31,12,1,2,1,19,19,6,8,11,0,0.0924132222072744
18490,18491,9768762,66,1,1,2,0,12,53,13,1,13,1,0.7768899465678472
18491,18492,3529385,73,18,1,1,0,11,24,14,14,11,0,0.0
18492,18493,4899772,62,18,1,2,0,24,3,6,12,10,0,0.0
18493,18494,2431771,24,10,0,2,0,10,199,25,10,12,0,0.0
18494,18495,3464736,49,0,1,2,1,17,255,25,0,13,0,0.07687017219286583
18495,18496,2946448,63,0,1,2,0,16,198,2,0,13,1,0.776192296884117
18496,18497,5295940,21,20,1,2,0,6,269,13,4,14,0,0.0
18497,18498,4667477,64,7,1,2,0,9,212,14,7,10,0,0.0
18498,18499,919916,66,3,1,2,0,3,249,13,3,13,0,0.0
18499,18500,9601421,59,18,1,2,0,5,14,14,9,14,0,0.0
18500,18501,957774,23,6,1,2,0,48,97,6,6,10,0,0.0
18501,18502,5623739,75,19,1,2,0,14,222,22,9,12,0,0.0
18502,18503,1575975,60,5,1,2,1,15,171,14,5,12,0,0.0
18503,18504,9753804,70,19,1,2,0,38,60,20,4,13,0,0.11418023943997643
18504,18505,4974476,43,18,1,2,0,3,248,10,3,10,0,0.0
18505,18506,6082903,60,12,1,2,0,25,159,2,12,14,0,0.17852688994672053
18506,18507,6501716,37,5,1,2,0,11,205,14,5,13,0,0.0
18507,18508,6987743,46,11,1,2,1,28,223,7,9,12,0,0.0822226869056063
18508,18509,4421612,79,20,1,2,0,24,252,7,8,11,0,0.0
18509,18510,9257218,73,1,1,2,1,0,238,25,1,10,0,0.10394302557103668
18510,18511,3114997,48,20,1,2,1,4,57,28,5,10,0,0.0
18511,18512,5216436,41,4,1,2,0,39,155,13,4,12,0,0.0
18512,18513,8863428,74,5,1,2,0,9,140,1,5,14,0,0.0
18513,18514,3139818,57,20,0,2,0,0,207,14,3,10,0,0.0
18514,18515,2802877,70,14,1,2,0,28,74,17,10,11,1,0.7246730948949568
18515,18516,7717248,75,18,1,1,1,8,251,13,9,12,0,0.0
18516,18517,3913626,44,13,1,2,1,14,22,2,4,10,0,0.0
18517,18518,5679259,78,17,1,2,0,35,252,7,14,10,0,0.0
18518,18519,3939744,73,14,1,2,0,25,274,7,12,11,0,0.07475696884923434
18519,18520,7712137,34,5,1,2,1,35,236,14,5,11,0,0.0
18520,18521,8769550,23,13,1,2,0,13,101,25,9,10,1,0.7957987227114256
18521,18522,5128999,53,12,1,2,0,18,289,1,12,10,0,0.0
18522,18523,5891297,51,9,1,2,0,20,310,14,9,10,0,0.0
18523,18524,6509681,30,10,1,2,1,29,202,6,10,10,0,0.0
18524,18525,9768901,74,15,0,2,0,12,105,0,3,11,0,0.42454799826283024
18525,18526,488193,71,18,1,2,0,20,107,13,8,10,0,0.0
18526,18527,6064204,62,14,0,2,0,30,290,14,10,10,0,0.4204466541241933
18527,18528,9790535,60,1,1,2,0,47,141,6,1,10,0,0.2158311423964649
18528,18529,5245448,25,8,1,2,1,49,87,22,7,14,0,0.0
18529,18530,7449317,38,4,1,2,1,36,49,0,4,10,0,0.0
18530,18531,7641893,23,14,1,2,1,27,11,20,3,14,0,0.053105900034183966
18531,18532,3846207,33,0,1,2,1,40,262,14,0,12,0,0.0
18532,18533,7320325,42,3,1,1,0,12,88,4,3,13,0,0.0
18533,18534,3463312,76,2,1,2,1,40,127,13,2,10,0,0.0
18534,18535,6973577,43,15,0,2,1,23,60,20,5,11,0,0.37220952547810315
18535,18536,1674410,21,7,1,2,0,3,34,25,3,10,0,0.15279259058512856
18536,18537,9157379,72,13,1,2,1,17,6,20,9,10,0,0.0
18537,18538,2295877,71,0,1,2,0,13,69,2,0,14,0,0.0
18538,18539,8996089,71,5,1,2,0,31,47,4,5,12,0,0.0
18539,18540,7797664,66,15,1,2,0,37,58,2,13,11,0,0.0
18540,18541,718057,59,19,1,2,0,23,111,1,4,11,1,0.6486373488299069
18541,18542,4465809,25,6,1,2,0,2,12,0,4,12,0,0.0
18542,18543,938587,44,7,1,2,0,20,135,10,7,10,0,0.0
18543,18544,7971597,65,3,1,2,0,26,141,6,3,14,0,0.0
18544,18545,8527776,54,2,1,2,0,30,215,23,2,11,1,0.7978780765185537
18545,18546,3472864,39,10,1,2,1,43,134,6,5,13,0,0.0
18546,18547,4141656,27,20,1,2,0,34,117,10,12,14,1,0.7710461635811534
18547,18548,7879215,79,18,1,2,0,13,47,4,6,14,0,0.16811885765062215
18548,18549,1500230,33,1,1,2,1,18,94,25,1,13,0,0.0
18549,18550,3598484,76,4,1,2,0,49,11,20,4,11,0,0.0
18550,18551,5702401,66,13,1,2,0,44,74,17,3,14,0,0.09534679588002579
18551,18552,929226,30,12,1,1,0,49,104,25,10,10,0,0.20816504852187964
18552,18553,9749077,75,3,0,2,0,23,32,28,3,14,0,0.0
18553,18554,6253045,75,7,1,2,0,15,7,14,7,11,0,0.0
18554,18555,8416838,61,16,1,2,1,13,144,14,9,11,0,0.0
18555,18556,2716709,36,9,1,2,0,5,308,6,9,14,0,0.0
18556,18557,1088718,60,5,1,2,1,46,289,1,5,10,0,0.0
18557,18558,5633121,47,11,1,2,0,15,145,28,4,14,0,0.0
18558,18559,4531094,41,6,1,2,0,32,307,25,6,13,0,0.0
18559,18560,6994513,76,18,1,2,1,20,221,20,6,14,0,0.0
18560,18561,5144485,55,4,1,2,0,42,69,2,4,13,0,0.0
18561,18562,331414,32,19,1,2,0,46,179,23,11,11,0,0.0
18562,18563,8936935,36,0,1,2,0,46,140,1,0,14,1,0.8169705048505463
18563,18564,3017006,32,4,1,2,1,23,260,14,4,11,0,0.0
18564,18565,467930,46,11,0,2,0,27,52,7,11,12,0,0.235616497149078
18565,18566,9265856,76,18,0,0,1,7,256,2,7,12,0,0.06365230534530998
18566,18567,5184758,55,7,1,2,0,6,221,20,7,11,1,0.6556093768329014
18567,18568,8550948,45,11,1,2,1,6,71,28,11,11,0,0.0
18568,18569,7556052,57,16,1,1,1,38,104,25,3,13,0,0.3344089508630426
18569,18570,2211161,46,6,0,2,1,39,90,0,6,11,0,0.18743221361143522
18570,18571,2909877,50,5,1,2,1,42,199,25,5,14,0,0.0
18571,18572,3536292,77,15,1,2,1,45,285,23,11,10,0,0.0
18572,18573,6778173,58,0,1,2,0,36,148,5,0,11,0,0.0
18573,18574,7608904,75,4,1,2,0,22,1,24,4,13,0,0.1313329557632493
18574,18575,2861281,25,19,1,2,0,0,274,7,5,12,0,0.0
18575,18576,4995311,67,9,1,2,0,26,75,2,9,13,0,0.0
18576,18577,7831154,64,7,1,2,0,44,170,0,7,14,0,0.0
18577,18578,1148139,27,9,1,2,0,44,314,0,5,14,1,0.5885131823145948
18578,18579,5793046,71,5,1,2,0,14,238,25,5,13,0,0.0
18579,18580,6885928,79,15,0,2,0,0,177,28,13,13,0,0.0
18580,18581,9500698,27,8,1,2,0,13,245,23,8,14,0,0.0
18581,18582,5022180,57,2,1,2,0,31,84,0,2,11,1,0.6671958159595313
18582,18583,4149976,35,15,0,1,0,19,174,19,10,12,0,0.4597566191497341
18583,18584,9237595,53,6,1,2,0,31,14,14,5,11,0,0.0
18584,18585,1856689,46,5,1,2,1,0,16,14,5,12,0,0.29675422842127924
18585,18586,3177996,28,1,1,2,0,12,215,23,1,12,0,0.0
18586,18587,4739803,70,18,1,2,0,0,54,17,3,12,0,0.0
18587,18588,533359,50,7,1,2,0,21,197,14,6,11,1,0.522247197959195
18588,18589,8056757,42,18,1,2,0,35,307,25,3,13,0,0.0
18589,18590,8976828,58,10,1,2,1,28,204,22,10,14,0,0.2911016429916787
18590,18591,6460510,23,17,0,2,0,6,272,28,12,14,0,0.0
18591,18592,5465804,32,10,1,2,1,2,248,10,6,12,1,0.5426899268061397
18592,18593,1739250,29,3,1,2,0,40,52,7,3,11,0,0.0
18593,18594,5857664,27,18,1,2,1,48,202,6,5,11,0,0.0
18594,18595,8763343,57,13,1,2,1,6,265,28,4,11,0,0.0
18595,18596,2707807,35,12,1,2,0,10,14,14,4,13,0,0.0
18596,18597,3291384,42,4,1,2,0,43,208,0,4,12,0,0.46795219821864614
18597,18598,8915216,25,19,1,2,0,14,53,13,5,10,0,0.0
18598,18599,6733582,24,3,1,2,0,48,23,28,3,10,1,0.8866916323813292
18599,18600,28561,63,13,1,2,1,41,248,10,13,12,0,0.0
18600,18601,9380612,21,12,1,1,1,0,262,14,4,13,0,0.0
18601,18602,109949,25,1,1,2,0,9,48,20,1,12,0,0.0
18602,18603,6912513,47,0,1,2,1,0,2,25,0,12,0,0.15860444280842445
18603,18604,6832550,53,20,1,2,1,40,81,10,13,11,0,0.0
18604,18605,7462623,46,13,1,2,0,22,145,28,10,14,0,0.0
18605,18606,4262611,57,0,1,2,0,5,103,28,0,10,1,0.7762821746077243
18606,18607,4783607,67,19,1,2,0,15,121,28,7,13,1,0.7492246813392557
18607,18608,1780484,24,10,1,2,0,43,109,0,5,13,1,0.6698289732365496
18608,18609,5885288,46,2,1,2,1,49,217,28,2,13,0,0.10774410995522415
18609,18610,9546231,69,5,1,2,0,31,207,14,4,12,0,0.10121374330368477
18610,18611,3430788,63,3,1,2,0,17,56,11,3,10,1,0.580152355722834
18611,18612,1123521,65,7,1,2,0,30,82,13,7,14,0,0.12412371449903432
18612,18613,3508614,32,11,1,2,0,20,138,25,8,13,0,0.0
18613,18614,4742685,38,2,1,2,1,36,108,0,2,12,0,0.3816300189484368
18614,18615,2364891,44,0,1,2,1,28,123,23,0,11,0,0.04907688468371829
18615,18616,7171645,31,10,0,2,0,22,180,28,5,14,1,0.5419230965392914
18616,18617,191660,70,10,1,2,0,42,19,6,4,14,0,0.0
18617,18618,2800646,40,12,1,2,1,30,46,6,3,11,0,0.0
18618,18619,8909885,22,3,0,2,1,14,76,2,3,11,0,0.0
18619,18620,7009156,36,20,0,2,0,5,222,22,10,12,0,0.0
18620,18621,2521525,49,20,1,2,0,11,181,28,8,10,0,0.0
18621,18622,4910728,44,3,0,2,0,41,187,10,3,12,0,0.0
18622,18623,5013716,29,17,1,2,0,22,184,10,10,11,1,0.8048916647024501
18623,18624,4698843,49,5,1,2,0,12,255,25,4,12,0,0.06338484974907486
18624,18625,428758,47,0,1,2,1,25,72,0,0,11,0,0.399416619294109
18625,18626,9734841,78,12,1,1,0,4,224,28,4,14,0,0.0
18626,18627,2297128,30,6,1,2,1,13,76,2,6,13,0,0.46188787662510705
18627,18628,5146172,33,14,1,2,1,23,153,0,9,12,0,0.04887095254892092
18628,18629,5643939,76,11,1,2,1,42,213,0,3,11,0,0.0
18629,18630,3274307,41,16,1,2,1,42,226,14,6,12,0,0.0
18630,18631,8314069,31,17,1,2,0,14,112,13,8,14,1,0.786555405792114
